keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
热情 员工,Enthusiastic staff,16,0,0,6,5,0,0,0,2,0
热情 周到,Warm and thoughtful,3,0,0,2,0,0,0,0,0,0
热情 大叔,Enthusiasm,4,0,0,0,0,0,0,0,0,0
热情 大姐,Enthusiasm,2,0,0,0,0,0,0,0,0,0
热情 女生,Passion schoolgirl,2,0,0,0,0,0,0,0,0,0
热情 好客,Hospitality,4,0,2,2,0,0,0,0,0,0
热情 妹子,Passionate girl,4,0,0,2,0,0,0,0,0,0
热情 客服,Enthusiastic customer service,5,0,0,3,0,0,0,0,0,0
热情 小哥,Enthusiasm,3,0,0,0,0,0,0,0,0,0
热情 小姐,Passionate lady,2,0,0,0,2,0,0,0,0,0
热情 工作,Passion work,2,0,0,0,0,0,0,0,0,0
热情 帮,Enthusiasm,5,0,0,2,3,0,0,0,0,0
热情 态度,Enthusiasm attitude,51,0,2,25,10,5,8,0,0,0
热情 感觉,Passion feeling,2,0,0,0,0,0,0,0,0,0
热情 房间,Warm room,6,0,0,4,2,0,0,0,0,0
热情 接待,Warm reception,4,0,0,0,2,0,0,0,0,0
热情 有的,Enthusiasm,2,0,0,0,0,0,0,0,0,0
热情 服务,Warm service,206,0,9,84,61,13,25,4,10,0
热情 服务员,Enthusiastic waiter,123,0,14,42,25,7,24,5,6,0
热情 服务生,Passionate waiter,12,0,0,6,0,0,3,0,0,0
热情 环境,Warm environment,2,0,0,2,0,0,0,0,0,0
热情 眼,Passion eye,2,0,0,0,0,2,0,0,0,0
热情 礼貌,Warm and polite,5,0,0,0,2,0,0,0,0,0
热情 老板,Enthusiastic boss,5,0,2,2,0,0,0,0,0,0
热情 老爷爷,Passion grandpa,2,0,0,0,0,0,0,0,0,0
热情 英语,Passion English,2,0,0,0,0,0,0,0,0,0
热情 行李员,Passionate Bellman,2,0,0,0,0,0,2,0,0,0
热情 酒店,Passion hotel,7,0,0,4,0,0,2,0,0,0
热情 阿姨,Passionate aunt,3,0,0,2,0,0,0,0,0,0
特别 棒,Very good,5,0,0,3,0,0,0,0,0,0
特别 热情,Particularly passionate,2,0,0,0,0,0,0,0,0,0
环境,surroundings,3258,0,111,950,916,236,761,154,130,0
真 棒,Awesome,8,0,0,3,4,0,0,0,0,0
真心,sincere,475,0,21,139,152,32,103,11,17,0
真心 交通,Sincere traffic,6,0,0,2,0,0,2,0,0,0
真心 位置,True position,4,0,0,2,0,0,0,0,0,0
真心 夜景,True heart,2,0,0,0,2,0,0,0,0,0
真心 好,Really good,2,0,0,0,2,0,0,0,0,0
真心 房间,Sincere room,11,0,0,2,8,0,0,0,0,0
真心 推荐,Really recommend,6,0,0,0,2,0,2,0,0,0
真心 方便,Really convenient,5,0,0,3,2,0,0,0,0,0
真心 楼下,Sincerely downstairs,2,0,0,0,0,0,0,0,0,0
真心 环境,Sincere environment,3,0,0,0,0,0,0,0,0,0
真心 礼貌,Sincere and polite,2,0,0,0,0,2,0,0,0,0
真心 贵,Really expensive,2,0,0,0,0,0,0,0,0,0
真心 酒店,True hotel,10,0,0,3,2,0,5,0,0,0
窗,window,142,0,8,43,38,22,28,0,3,0
算,Calculate,2268,0,139,876,698,123,368,30,34,0
繁华 便利,Prosperous and convenient,2,0,0,0,0,0,2,0,0,0
纯 日式,Pure Japanese,2,0,0,0,0,0,0,0,0,0
美景,Beauty,71,0,0,8,17,17,27,0,2,0
美食,Gourmet,383,0,9,102,151,41,63,4,13,0
舒服,Comfortable,1716,0,89,622,421,156,309,39,80,0
舒服 一,Comfortable one,2,0,0,2,0,0,0,0,0,0
舒服 一如既往,Comfortable as always,2,0,0,0,0,0,0,0,0,0
舒服 三,Comfortable three,2,0,0,0,2,0,0,0,0,0
舒服 产品,Comfortable product,2,0,2,0,0,0,0,0,0,0
舒服 人,Comfortable,5,0,0,3,0,0,0,0,0,0
舒服 住,Comfortable live,50,0,6,24,11,3,5,0,0,0
舒服 住宿,Comfortable accommodation,5,0,0,0,0,0,0,0,0,0
舒服 体验,Comfortable experience,6,0,0,2,0,2,0,0,0,0
舒服 值得,Comfortable worthy,2,0,0,0,0,0,0,0,0,0
舒服 出差,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 区域,Comfort zone,2,0,0,2,0,0,0,0,0,0
舒服 卫生,Comfortable and hygienic,3,0,0,0,0,2,0,0,0,0
舒服 卫生间,Comfortable toilet,2,0,0,0,0,0,0,0,0,0
舒服 周边,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 品,Comfortable,17,0,0,5,3,0,7,0,0,0
舒服 地方,Comfortable place,5,0,0,2,0,0,2,0,0,0
舒服 坐,Comfortable sitting,2,0,0,0,0,0,0,0,0,0
舒服 大堂,Comfortable lobby,3,0,0,0,0,0,2,0,0,0
舒服 孩子,Comfortable child,2,0,0,0,0,0,0,0,0,0
舒服 宝宝,Comfortable baby,2,0,0,0,0,0,2,0,0,0
舒服 寝具,Comfortable bedding,2,0,0,0,0,0,0,0,0,0
舒服 带,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 干净,Comfortable and clean,2,0,0,0,0,0,0,0,0,0
舒服 床,Comfortable bed,186,0,9,76,46,10,32,4,9,0
舒服 床垫,Comfortable mattress,7,0,0,2,0,0,2,0,0,0
舒服 床铺,Comfortable bed,6,0,0,3,3,0,0,0,0,0
舒服 心里,Comfortable,2,0,0,2,0,0,0,0,0,0
舒服 感觉,Comfortable feeling,8,0,0,4,3,0,0,0,0,0
舒服 房,Comfortable room,10,0,0,5,4,0,0,0,0,0
舒服 房间,Comfortable room,78,0,0,34,20,11,9,0,2,0
舒服 拖鞋,Comfortable slippers,4,0,0,0,0,2,0,0,0,0
舒服 按摩,Comfortable massage,2,0,0,0,2,0,0,0,0,0
舒服 按摩椅,Comfortable massage chair,7,0,0,0,6,0,0,0,0,0
舒服 旅行,Comfortable travel,2,0,0,0,0,0,0,0,0,0
舒服 服务,Comfortable service,3,0,0,0,0,0,0,0,2,0
舒服 枕头,Comfortable pillow,25,0,3,9,7,0,3,0,0,0
舒服 榻榻米,Comfortable tatami,2,0,0,0,0,0,0,0,0,0
舒服 池,Comfortable pool,3,0,0,2,0,0,0,0,0,0
舒服 汤,Comfortable soup,3,0,0,0,0,2,0,0,0,0
舒服 沙发,Comfortable sofa,2,0,0,0,0,0,0,0,0,0
舒服 沙发床,Comfortable sofa bed,2,0,0,0,0,0,2,0,0,0
舒服 泡,Comfortable,4,0,0,0,0,2,0,0,0,0
舒服 泡汤,Comfortable,6,0,0,0,0,2,2,0,0,0
舒服 泡泡,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 泡泡澡,Comfortable bubble bath,4,0,0,4,0,0,0,0,0,0
舒服 泡澡,Comfortable bath,9,0,0,3,0,4,0,0,0,0
舒服 洗,Comfortable wash,3,0,0,2,0,0,0,0,0,0
舒服 浴场,Comfortable,3,0,0,0,0,0,0,0,0,0
舒服 浴室,Comfortable bathroom,4,0,0,2,0,0,0,0,0,0
舒服 浴缸,Comfortable bathtub,4,0,0,2,0,0,2,0,0,0
舒服 海风,Comfortable,2,0,0,0,2,0,0,0,0,0
舒服 淋浴,Comfortable shower,2,0,0,0,0,0,0,0,0,0
舒服 温泉,Comfortable,37,0,0,10,5,14,7,0,0,0
舒服 澡堂,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 点,Be comfortable,2,0,0,0,0,0,0,0,0,0
舒服 环境,Comfortable environment,8,0,0,0,2,2,3,0,0,0
舒服 用品,Comfortable,4,0,0,0,4,0,0,0,0,0
舒服 真,Comfortable really,2,0,0,0,0,0,0,0,0,0
舒服 睡,Comfortable sleep,3,0,0,2,0,0,0,0,0,0
舒服 睡衣,Comfortable pajamas,4,0,0,2,0,0,0,0,0,0
舒服 空间,Comfortable space,2,0,0,0,0,2,0,0,0,0
舒服 肚子,Comfortable belly,2,0,0,2,0,0,0,0,0,0
舒服 行走,Comfortable walking,4,0,0,0,0,0,4,0,0,0
舒服 被子,Comfortable quilt,35,0,0,14,9,2,9,0,0,0
舒服 被褥,Comfortable,2,0,0,0,0,0,0,0,0,0
舒服 装修,Comfortable decoration,2,0,0,0,0,0,0,0,0,0
舒服 设施,Comfortable facilities,9,0,0,2,0,2,2,0,2,0
舒服 酒店,Comfortable hotel,64,0,7,22,12,6,13,2,2,0
舒服 马桶,Comfortable toilet,3,0,0,2,0,0,0,0,0,0
般 便利,So convenient,2,0,0,0,2,0,0,0,0,0
花园,garden,111,0,2,28,16,12,28,22,3,0
西式 日式,Western style Japanese style,7,0,0,2,3,0,0,0,0,0
购物,shopping,4101,0,90,1094,1712,209,856,44,96,0
赞,awesome,1804,0,62,431,462,237,473,46,93,0
超级 便利,Super convenient,39,0,0,12,21,0,6,0,0,0
超级 大,Super big,2,0,0,0,0,0,0,0,0,0
超级 好吃,Super delicious,2,0,0,0,0,0,0,0,0,0
超级 棒,Excellent,198,0,3,41,40,28,70,6,10,0
超级 热情,Super passion,2,0,0,0,0,0,0,0,0,0
边,side,380,0,12,152,94,53,59,6,4,0
过,Pass,1493,0,66,490,552,80,233,31,41,0
近,near,5181,0,361,2351,1346,227,771,65,60,0
近 一,Nearly one,2,0,2,0,0,0,0,0,0,0
近 不足,Nearly insufficient,2,0,0,0,0,0,0,0,0,0
近 不错,Near good,4,0,0,2,2,0,0,0,0,0
近 专卖店,Near specialty store,2,0,0,0,2,0,0,0,0,0
近 中心,Near center,7,0,0,2,0,0,3,0,0,0
近 丹,Near Dan,3,0,0,2,0,0,0,0,0,0
近 主要,Near main,4,0,0,2,0,0,0,0,0,0
近 乐园,Near paradise,3,0,0,0,3,0,0,0,0,0
近 乐町站,Near Rakucho Station,3,0,0,0,0,0,0,0,2,0
近 交通,Near traffic,7,0,0,4,3,0,0,0,0,0
近 京都塔,Near Kyoto Tower,3,0,0,3,0,0,0,0,0,0
近 京都站,Near Kyoto Station,10,0,0,9,0,0,0,0,0,0
近 什么,Near what,5,0,0,2,0,0,0,0,2,0
近 仓库,Near warehouse,2,0,0,0,0,0,0,0,0,0
近 优,Near excellent,2,0,0,0,2,0,0,0,0,0
近 优势,Near advantage,2,0,0,2,0,0,0,0,0,0
近 优点,Near advantages,7,0,0,6,0,0,0,0,0,0
近 位置,Near position,113,0,9,59,31,2,8,4,0,0
近 佐贺站,Near Saga Station,2,0,0,2,0,0,0,0,0,0
近 便利店,Near convenience store,6,0,0,4,0,0,0,0,0,0
近 公交车,Near the bus,3,0,0,2,0,0,0,0,0,0
近 公司,Near company,6,0,0,0,4,0,0,0,0,0
近 公园,Near the park,11,0,0,5,3,0,3,0,0,0
近 关键,Near key,3,0,0,3,0,0,0,0,0,0
近 出口,Near exit,23,0,0,12,6,2,0,0,0,0
近 出来,Near out,3,0,0,0,3,0,0,0,0,0
近 前台,Near the front desk,2,0,0,2,0,0,0,0,0,0
近 前站,Near front station,3,0,0,0,0,0,2,0,0,0
近 区,Near zone,3,0,0,3,0,0,0,0,0,0
近 区域,Near area,2,0,0,0,0,0,0,0,0,0
近 博多站,Near Hakata Station,2,0,0,0,2,0,0,0,0,0
近 博物馆,Near museum,3,0,0,0,0,0,0,0,0,0
近 卫生,Near hygiene,2,0,0,0,0,0,0,0,0,0
近 厅,Near the hall,19,0,0,3,0,0,15,0,0,0
近 友,Close friend,3,0,0,0,3,0,0,0,0,0
近 口,Near mouth,10,0,0,7,2,0,0,0,0,0
近 周围,Around,6,0,0,0,2,0,2,0,0,0
近 周边,Near,5,0,0,0,0,0,4,0,0,0
近 品川站,Near Shinagawa Station,6,0,0,0,5,0,0,0,0,0
近 商业区,Near commercial area,6,0,0,4,2,0,0,0,0,0
近 商业街,Near commercial street,14,0,3,8,2,0,0,0,0,0
近 商圈,Near business district,2,0,0,0,0,0,0,0,0,0
近 商场,Near the mall,14,0,0,6,2,0,4,0,0,0
近 商店,Near store,3,0,0,2,0,0,0,0,0,0
近 喜,Near hi,12,0,0,0,11,0,0,0,0,0
近 图,Close figure,2,0,0,0,0,0,0,0,0,0
近 地,Near ground,3,0,0,0,0,0,0,0,0,0
近 地区,Near area,2,0,0,0,0,0,0,0,0,0
近 地方,Near place,28,0,0,11,10,2,3,0,0,0
近 地点,Near location,5,0,0,2,2,0,0,0,0,0
近 地铁,Near subway,100,0,2,57,24,3,13,0,0,0
近 地铁口,Near the subway exit,10,0,0,7,0,0,2,0,0,0
近 地铁站,Near subway station,122,0,5,55,30,3,21,5,3,0
近 场,Near field,4,0,0,4,0,0,0,0,0,0
近 场站,Near field station,3,0,0,0,0,2,0,0,0,0
近 城,Near city,7,0,0,5,0,0,0,2,0,0
近 堀,Near Hori,6,0,0,3,2,0,0,0,0,0
近 塔,Near tower,5,0,0,0,0,0,3,0,0,0
近 大学,Near university,4,0,2,0,0,0,0,0,0,0
近 大巴,Near the bus,6,0,0,4,2,0,0,0,0,0
近 大阪站,Near Osaka Station,3,0,0,3,0,0,0,0,0,0
近 好,Near good,6,0,2,0,2,0,0,0,0,0
近 好处,Near benefits,5,0,0,3,0,0,0,0,0,0
近 妆店,Near makeup shop,3,0,0,0,3,0,0,0,0,0
近 它,Near it,2,0,0,0,0,0,0,0,0,0
近 宾馆,Near hotel,3,0,0,0,0,0,0,0,0,0
近 宿,Near lodging,3,0,0,0,0,0,2,0,0,0
近 对面,Near opposite,11,0,0,3,0,2,5,0,0,0
近 寺,Near temple,13,0,2,10,0,0,0,0,0,0
近 小小,Near little,2,0,0,0,2,0,0,0,0,0
近 小路,Near path,7,0,5,2,0,0,0,0,0,0
近 屋,Near house,5,0,0,0,2,2,0,0,0,0
近 山,Near mountain,14,0,12,0,0,2,0,0,0,0
近 崛,Near rise,15,0,0,4,11,0,0,0,0,0
近 崛心斋桥,Near Horshinsaibashi,3,0,0,0,3,0,0,0,0,0
近 巴士,Near the bus,2,0,0,0,0,0,2,0,0,0
近 巴士站,Near the bus stop,6,0,0,0,2,0,2,0,0,0
近 市中心,Near city center,3,0,0,0,0,0,0,0,0,0
近 市场,Near market,15,0,0,9,2,0,0,0,3,0
近 希尔顿,Near Hilton,3,0,0,0,0,0,3,0,0,0
近 店,Near shop,30,0,0,7,14,3,5,0,0,0
近 总站,Near terminus,4,0,0,4,0,0,0,0,0,0
近 感觉,Close feeling,3,0,0,0,0,0,0,0,0,0
近 房间,Near room,17,0,6,6,4,0,0,0,0,0
近 掘,Near dig,7,0,0,2,5,0,0,0,0,0
近 新宿站,Near Shinjuku Station,6,0,0,0,0,0,4,0,0,0
近 方便,Near convenient,10,0,0,4,2,0,2,0,0,0
近 方面,Near aspect,3,0,0,3,0,0,0,0,0,0
近 旁边,Near by,5,0,0,3,0,0,0,0,0,0
近 旅馆,Near hotel,2,0,0,0,0,0,0,0,0,0
近 日航,Near JAL,2,0,0,0,0,0,0,0,0,0
近 晚上,Near night,2,0,0,0,0,0,0,0,0,0
近 景点,Near Attractions,11,0,0,8,0,2,0,0,0,0
近 服务,Near service,4,0,0,2,2,0,0,0,0,0
近 札口,Near the gate,7,0,0,0,7,0,0,0,0,0
近 札幌站,Near Sapporo Station,11,0,4,7,0,0,0,0,0,0
近 机场,Near the airport,24,0,0,4,13,3,3,0,0,0
近 村,Near the village,2,0,0,0,2,0,0,0,0,0
近 桥,Near bridge,144,0,0,46,88,8,0,0,0,0
近 梅田,Near Umeda,3,0,0,2,0,0,0,0,0,0
近 楼下,Near downstairs,5,0,0,2,0,0,0,0,0,0
近 步行,Near walk,5,0,0,0,2,0,0,0,0,0
近 步行街,Near pedestrian street,4,0,0,0,0,0,0,0,0,0
近 池袋站,Near Ikebukuro Station,2,0,0,0,2,0,0,0,0,0
近 波,Near wave,8,0,0,6,2,0,0,0,0,0
近 波线,Near wave line,2,0,0,0,0,2,0,0,0,0
近 海滩,Near beach,2,0,0,0,0,0,0,0,0,0
近 海边,Near the sea,2,0,0,0,0,0,0,0,0,0
近 温泉,Near hot spring,4,0,0,0,0,0,2,0,0,0
近 火车站,Near the train station,17,0,3,7,3,0,3,0,0,0
近 点,near-point,5,0,0,3,0,0,0,0,0,0
近 熊本城,Near Kumamoto Castle,3,0,0,0,3,0,0,0,0,0
近 特别,Near special,2,0,0,0,0,0,0,0,0,0
近 狸小路,Near Tanukikoji,4,0,0,3,0,0,0,0,0,0
近 班车,Near Shuttle,2,0,0,0,0,0,0,0,0,0
近 电车,Near tram,3,0,0,2,0,0,0,0,0,0
近 百货,Near department store,25,0,0,6,7,0,9,0,0,0
近 百货店,Near department store,3,0,0,0,2,0,0,0,0,0
近 皇居,Near Imperial Palace,2,0,0,0,0,0,0,0,0,0
近 真,Near true,18,0,2,6,8,0,0,0,0,0
近 社,Near society,9,0,0,9,0,0,0,0,0,0
近 神社,Near shrine,2,0,0,0,0,0,0,0,0,0
近 离,Close away,5,0,0,0,0,0,3,0,0,0
近 秋叶原,Near Akihabara,2,0,0,2,0,0,0,0,0,0
近 站,Near station,108,0,10,62,22,6,8,0,0,0
近 线,Near line,15,0,0,6,7,0,2,0,0,0
近 缆车,Near the cable car,2,0,0,0,0,0,0,0,0,0
近 美食街,Near Food Street,2,0,0,0,0,0,0,0,0,0
近 群,Near group,2,0,0,0,0,0,0,0,0,0
近 荷,Near Dutch,4,0,0,4,0,0,0,0,0,0
近 街,Near street,15,0,0,9,5,0,0,0,0,0
近 西,Near West,2,0,0,0,0,0,2,0,0,0
近 西口,Near West Exit,6,0,0,0,5,0,0,0,0,0
近 设施,Near facility,3,0,0,0,2,0,0,0,0,0
近 话,Near words,7,0,2,3,2,0,0,0,0,0
近 购物,Near shopping,8,0,0,3,5,0,0,0,0,0
近 超市,Near supermarket,9,0,0,3,5,0,0,0,0,0
近 距离,Close range,10,0,0,5,2,0,0,0,0,0
近 路,Short way,15,0,6,8,0,0,0,0,0,0
近 路程,Near distance,10,0,0,4,2,0,4,0,0,0
近 车站,Near the station,77,0,4,40,26,2,2,3,0,0
近 轮,Near round,3,0,0,0,2,0,0,0,0,0
近 边上,Near side,3,0,0,0,0,0,0,3,0,0
近 这里,Near here,7,0,0,4,0,0,0,0,0,0
近 通,Near pass,2,0,0,0,0,2,0,0,0,0
近 道顿崛,Near Dotonbori,7,0,0,5,2,0,0,0,0,0
近 遗憾,Almost regret,2,0,0,0,0,0,0,0,0,0
近 酒店,Near hotel,453,0,49,228,108,17,40,3,8,0
近 重要,Nearly important,4,0,0,0,0,0,0,0,0,0
近 鉄塔,Near Railway Tower,3,0,0,0,3,0,0,0,0,0
近 铁,Kintetsu,53,0,0,21,10,0,21,0,0,0
近 铁塔,Near the tower,2,0,0,0,0,0,0,0,0,0
近 铁线,Kintetsu Line,5,0,0,3,0,0,0,0,0,0
近 银座,Near Ginza,7,0,0,0,3,0,0,0,2,0
近 门,Near door,9,0,0,6,0,0,3,0,0,0
近 附,Close to,2,0,0,0,0,0,0,0,0,0
近 附近,Near near,8,0,0,0,3,0,0,0,0,0
近 離地鐵站,Close to the subway station,3,0,0,3,0,0,0,0,0,0
近 需要,Near need,2,0,0,0,0,0,0,2,0,0
近 顿堀,Near Tombori,2,0,0,0,0,0,0,0,0,0
近 顿崛,Near Tobori,5,0,0,0,4,0,0,0,0,0
近 顿挫,Nearly frustrated,2,0,0,2,0,0,0,0,0,0
近 顿觉,Near suddenly,4,0,0,0,4,0,0,0,0,0
近 餐厅,Near the restaurant,4,0,0,2,0,0,0,0,0,0
近 餐饮,Near Dining,2,0,0,0,0,0,0,0,0,0
近 馆子,Near restaurant,2,0,0,2,0,0,0,0,0,0
近 👌,Near 👌,3,0,0,3,0,0,0,0,0,0
远,far,1852,0,204,797,354,139,256,56,46,0
远 不足,Far insufficient,13,0,0,0,3,0,0,3,3,0
远 中心,Far center,2,0,0,0,0,0,0,0,0,0
远 乐园,Far paradise,2,0,0,0,0,2,0,0,0,0
远 交通,Far traffic,2,0,0,0,0,2,0,0,0,0
远 京都站,Far from Kyoto Station,5,0,0,0,0,0,0,3,0,0
远 位置,Far location,30,0,3,12,3,3,7,0,2,0
远 公园,Far park,2,0,2,0,0,0,0,0,0,0
远 出口,Far exit,2,0,0,2,0,0,0,0,0,0
远 卫生,Far health,2,0,0,0,0,0,0,0,0,0
远 后面,Far behind,5,0,0,3,0,0,0,0,0,0
远 周围,Far around,3,0,0,3,0,0,0,0,0,0
远 商业区,Business district,2,0,0,0,0,0,0,0,0,0
远 商场,Far away,2,0,0,0,0,0,0,0,0,0
远 商城,Far mall,2,0,0,0,0,0,2,0,0,0
远 地方,Far place,23,0,2,12,2,2,4,0,0,0
远 地段,Far away,4,0,0,2,0,0,0,0,0,0
远 地点,Far location,2,0,0,0,0,0,0,0,0,0
远 地铁,Far subway,26,0,4,11,4,3,4,0,0,0
远 地铁口,Far away,2,0,0,0,2,0,0,0,0,0
远 地铁站,Far subway station,19,0,3,9,0,0,6,0,0,0
远 场,Far field,3,0,0,0,0,0,0,0,0,0
远 城,Far city,4,0,0,2,2,0,0,0,0,0
远 堺东站,Far Sakai East Station,2,0,0,2,0,0,0,0,0,0
远 塔楼,Far tower,2,0,0,0,0,0,0,0,0,0
远 处,far away,27,0,5,12,4,4,0,0,0,0
远 大阪城,Far osaka castle,2,0,0,2,0,0,0,0,0,0
远 天桥,Far flyover,2,0,0,0,0,0,0,0,0,0
远 对面,Far opposite,2,0,0,2,0,0,0,0,0,0
远 寺,Far temple,2,0,0,0,0,0,0,0,0,0
远 屋,Far house,4,0,0,0,3,0,0,0,0,0
远 山,Far mountain,5,0,2,0,0,3,0,0,0,0
远 市中心,Far downtown,2,0,0,0,0,0,0,0,0,0
远 市区,Far downtown,5,0,0,3,0,0,0,0,0,0
远 店,Far shop,8,0,0,3,4,0,0,0,0,0
远 房间,Far room,5,0,0,2,0,0,0,0,0,0
远 新宿站,Far Shinjuku Station,3,0,0,0,0,0,3,0,0,0
远 旁边,Far side,3,0,0,2,0,0,0,0,0,0
远 景点,Far away,10,0,0,8,2,0,0,0,0,0
远 服务,Far service,2,0,0,0,0,0,0,0,0,0
远 札幌站,Sapporo Station,2,0,0,0,0,0,0,0,0,0
远 机场,Far airport,11,0,0,2,6,2,0,0,0,0
远 桥,Far bridge,12,0,0,4,8,0,0,0,0,0
远 楼下,Far downstairs,9,0,2,4,0,0,0,0,0,0
远 步行,Far walk,5,0,0,2,0,0,0,2,0,0
远 波,Far wave,2,0,0,0,2,0,0,0,0,0
远 清水寺,Far Kiyomizu Temple,5,0,5,0,0,0,0,0,0,0
远 火车站,Far away,4,0,0,4,0,0,0,0,0,0
远 点,Further,145,0,22,55,22,12,27,5,2,0
远 百货,Far away,4,0,0,2,0,0,0,0,0,0
远 码头,Far pier,2,0,0,0,0,0,0,0,0,0
远 站,Far station,20,0,8,6,0,4,0,0,0,0
远 线,Far line,3,0,0,2,0,0,0,0,0,0
远 缺点,Far disadvantage,9,0,3,2,2,0,0,0,0,0
远 美食,Far away,2,0,0,0,0,0,2,0,0,0
远 街,Far street,5,0,0,2,2,0,0,0,0,0
远 话,Far away,4,0,0,0,0,0,2,0,0,0
远 购物,Far shopping,3,0,0,0,2,0,0,0,0,0
远 走,Far away,4,0,0,0,2,0,0,0,0,0
远 超市,Far supermarket,3,0,0,0,2,0,0,0,0,0
远 距离,Far distance,9,0,2,2,2,0,2,0,0,0
远 路,Far way,6,0,0,4,0,0,0,0,0,0
远 路程,Far distance,2,0,0,2,0,0,0,0,0,0
远 车站,Far away,18,0,3,10,4,0,0,0,0,0
远 这里,Far here,2,0,0,0,0,0,0,0,0,0
远 通,Far pass,3,0,0,3,0,0,0,0,0,0
远 遗憾,Far sorry,2,0,0,0,0,0,0,0,0,0
远 那,Far that,2,0,0,0,0,0,0,0,0,0
远 酒店,Far hotel,80,0,11,30,20,6,9,0,3,0
远 银座,Far Ginza,7,0,0,0,0,0,0,0,4,0
远 门口,Far doorway,2,0,0,0,0,0,0,0,0,0
远 顿堀,Far tombori,2,0,0,0,2,0,0,0,0,0
远 马路,Far road,3,0,0,0,0,0,0,0,0,0
选择,select,2793,0,84,763,917,213,617,93,106,0
里,in,1934,0,100,743,493,168,328,50,52,0
银座,Ginza,748,0,3,76,275,27,71,98,198,0
问题,problem,826,0,44,324,252,40,134,14,18,0
附近,nearby,2926,0,167,1265,841,178,376,52,47,0
风景,landscape,641,0,15,112,108,92,275,9,30,0
饭,rice,177,0,9,61,53,37,13,0,3,0
