RID,HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,ServicesScore,FacilitiesScore,HealthScore,HotelPrice
4330,1713715,"东京太阳商务酒店
Business Inn Sun Hotel Tokyo",Business Inn Sun Hotel Tokyo,3.5,3.7,3.5,3.6,3.5,5950.0
4331,1713716,"长二郎旅馆
Lodge Tyojirou",Lodge Tyojirou,2.9,2.9,2.6,3.1,2.9,5260.0
4332,1715002,"新世纪胶囊桑拿旅馆 男性专用
Capsule and Sauna New Century Male Only",Capsule and Sauna New Century Male Only,4.3,3.9,3.7,3.9,4.0,2778.0
4333,1715016,"大阪巴厘岛塔天王寺度假酒店
Hotel & Resort Bali Tower Tennoji Osaka",Hotel & Resort Bali Tower Tennoji Osaka,4.7,4.8,4.8,4.8,4.8,12653.0
4334,1715276,"利鹤见桥市中心酒店
Tsurumibashi Downtown Hostel",Tsurumibashi Downtown Hostel,,,,,,
4335,1715717,"福冈会馆酒店
Hotel Fukuoka Kaikan",Hotel Fukuoka Kaikan,3.3,3.3,3.3,3.3,3.3,
4336,1715722,"板桥山顶酒店
Itabashi Hotel Hilltop",Itabashi Hotel Hilltop,4.7,4.7,5.0,5.0,4.8,35000.0
4337,1715723,"信赖酒店-大阪阿倍野
Hotel Trusty Osaka Abeno",Hotel Trusty Osaka Abeno,4.5,4.5,4.4,4.5,4.5,9381.0
4338,1715731,"波尔丁之屋公寓
Boarding House",Boarding House,4.3,4.3,4.2,4.2,4.3,
4339,1715743,"斯贝迪欧桑拿浴室＆胶囊旅馆
Sauna & Capsule Spadio",Sauna & Capsule Spadio,4.1,4.2,4.1,4.1,4.1,5874.0
4340,1721125,"东京诗颖洲际酒店
The Strings by InterContinental Tokyo",The Strings by InterContinental Tokyo,4.8,4.7,4.6,4.8,4.7,27052.0
4341,1721243,"江户屋酒店
Hotel Edoya",Hotel Edoya,4.8,4.9,4.8,4.8,4.8,9970.0
4342,1721265,"观月庄酒店
Hotel Kangetsuso",Hotel Kangetsuso,4.7,3.8,3.1,4.0,3.9,9541.0
4343,1721275,"吹田戴妮日光石酒店
No. 2-NI Sunny Stone Hotel Suita",No. 2-NI Sunny Stone Hotel Suita,4.1,4.1,4.0,4.0,4.1,17750.0
4344,1721947,"酒井舒适酒店
Comfort Hotel Sakai",Comfort Hotel Sakai,4.3,4.3,4.3,4.3,4.3,7533.0
4345,1721968,"乐可乐可旅馆
Guest House Neko Neko",Guest House Neko Neko,,,,,,5981.0
4346,1722129,"伊比苏亚宿舍旅馆
Dorm Hostel Ebisuya",Dorm Hostel Ebisuya,3.1,3.1,3.1,3.1,3.1,
4347,1722132,"米多江坂超级酒店
Super Hotel Midosujisen Esaka",Super Hotel Midosujisen Esaka,,,,,,8765.0
4348,1722146,"欧多梨宾馆
Guesthouse Odori",Guesthouse Odori,4.2,4.4,4.2,4.4,4.3,7700.0
4349,1722149,"阿尔扎泉大津市埃尔斯特湖酒店
Hotel Lake Alster Alzar Izumiotsu",Hotel Lake Alster Alzar Izumiotsu,3.8,3.8,3.8,3.8,3.8,8516.0
4350,1722179,"东京高岛平调色盘旅馆
Palette Takashimadaira Guest House Tokyo",Palette Takashimadaira Guest House Tokyo,3.8,3.7,3.6,3.7,3.7,
4351,1728306,"东京相铁FRESA INN-日本桥人形町
Sotetsu Fresa Inn Nihombashi- Ningyocho",Sotetsu Fresa Inn Nihombashi- Ningyocho,4.8,4.7,4.6,4.9,4.7,8576.0
4352,1728523,"东京考山实验室酒店
Khaosan Tokyo Laboratory",Khaosan Tokyo Laboratory,4.2,4.2,4.2,4.2,4.2,3340.0
4353,1728548,"赤坂1/3住宅服务式公寓
1/3rd Residence Serviced Apartments Akasaka",1/3rd Residence Serviced Apartments Akasaka,4.3,4.0,4.3,4.7,4.3,12600.0
4354,1729547,"大阪天王寺超级酒店
Super Hotel Osaka Tennoji",Super Hotel Osaka Tennoji,4.4,4.4,4.1,4.4,4.3,10866.0
4355,1729550,"日本桥范阿莫尔公寓
Vann Amor Apartment Nihonbashi",Vann Amor Apartment Nihonbashi,,,,,,
4356,1729872,"大阪日皇酒店
Hotel Mikado Osaka",Hotel Mikado Osaka,4.4,4.6,4.3,4.5,4.4,4356.0
4357,1730050,"东京武藏野里士满酒店
Richmond Hotel Tokyo Musashino",Richmond Hotel Tokyo Musashino,4.6,4.9,4.7,4.9,4.8,15014.0
4358,1733890,"石野温泉维维酒店
Ishino Onsen Vivi",Ishino Onsen Vivi,3.0,3.7,3.6,3.6,3.5,4217.0
4359,1734357,"大国旅舍
Daikoku Hostel",Daikoku Hostel,4.4,4.3,4.2,4.4,4.3,
4360,1734856,"东京青山岛根酒店
Shimane Inn Aoyama Tokyo",Shimane Inn Aoyama Tokyo,3.7,3.8,3.6,3.9,3.7,12186.0
4361,1734859,"东京Famy Inn酒店-锦系町
Hotel Famy Inn Kinshicho Tokyo",Hotel Famy Inn Kinshicho Tokyo,4.3,4.3,4.2,4.4,4.3,7889.0
4362,1734860,"东京汤姆斯酒店
Hotel Toms",Hotel Toms,3.1,3.5,2.9,3.2,3.2,5000.0
4363,1734867,"日升船崛酒店
Sunnex Funabori Hotel",Sunnex Funabori Hotel,,,,,,
4364,1734870,"浅草微笑旅馆
Asakusa Smile Guest House",Asakusa Smile Guest House,3.4,3.3,3.3,3.1,3.3,8885.0
4365,1734872,"荣进馆旅馆
Ryokan Eishinkan",Ryokan Eishinkan,,,,,,11500.0
4366,1734873,"麻布奥林匹克旅馆
Olympic Inn Azabu",Olympic Inn Azabu,4.8,4.6,4.5,4.6,4.6,5724.0
4367,1734877,"三角梅曙桥经济型酒店
Hotel Bougainvillea Akebonobashi",Hotel Bougainvillea Akebonobashi,3.8,3.8,3.7,3.7,3.8,7669.0
4368,1734882,"万隆酒店
Hotel Bandung",Hotel Bandung,,,,,,8000.0
4369,1734883,"新巴顿酒店
New Hotel Bandung",New Hotel Bandung,3.2,3.2,3.2,3.2,3.2,
4370,1734884,"汤岛胶囊旅馆（只限男性）
Capsule Land Yushima (Male Only)",Capsule Land Yushima (Male Only),3.4,3.3,3.2,3.4,3.3,
4371,1734886,"东京阿威斯特酒店大森
Urvest Hotel Ohmori Tokyo",Urvest Hotel Ohmori Tokyo,3.7,3.7,3.7,3.7,3.7,5000.0
4372,1734889,"东京大冢胶囊旅馆-限男性
Capsule Inn Otsuka Tokyo– Men Only",Capsule Inn Otsuka Tokyo– Men Only,3.7,3.7,3.7,3.8,3.8,
4373,1734892,"努伊酒吧酒廊旅舍
Nui. Hostel & Bar Lounge",Nui. Hostel & Bar Lounge,4.4,4.4,4.4,4.4,4.4,3200.0
4374,1734895,"大和商务酒店-国分寺
Hotel Daiwa Kokubunji",Hotel Daiwa Kokubunji,3.7,3.7,3.6,3.7,3.7,12171.0
4375,1734897,"东京池袋东口皇家酒店
Ikebukuro Royal Hotel Higashiguchi Tokyo",Ikebukuro Royal Hotel Higashiguchi Tokyo,4.6,3.9,3.6,3.9,4.0,35000.0
4376,1734899,"中央大酒店
Grand Central Hotel",Grand Central Hotel,4.6,4.5,4.4,4.6,4.5,10448.0
4377,1734901,"七海银座酒店
Hotel Seven Seas Ginza",Hotel Seven Seas Ginza,3.5,3.6,3.7,3.6,3.6,8750.0
4378,1734990,"景云庄
Keiunso Hotel",Keiunso Hotel,4.2,4.1,4.0,4.3,4.1,11600.0
4379,1735021,"难波周租公寓
Namba Weekly",Namba Weekly,,,,,,
4380,1735051,"上本町之屋
Uehonmachi House",Uehonmachi House,,,,,,
4381,1735053,"浪花西都市青年旅馆
Naniwa Nishi Downtown Hostel",Naniwa Nishi Downtown Hostel,,,,,,
4382,1735571,"卡马塔胶囊旅馆
Capsule Inn Kamata",Capsule Inn Kamata,4.2,4.2,4.2,4.2,4.2,5709.0
4383,1740308,"东京池袋绿洲酒店
Ikebukuro Hotel Oasis Tokyo",Ikebukuro Hotel Oasis Tokyo,4.0,3.8,3.4,3.7,3.7,7830.0
4384,1740361,"中央商务酒店
Business Hotel Chuo",Business Hotel Chuo,4.5,4.5,4.2,4.2,4.3,4266.0
4385,1740551,"小伍迪市中心旅馆
Little Woody Downtown",Little Woody Downtown,,,,,,
4386,1740601,"森奥克旅馆
Oak Hostel Zen",Oak Hostel Zen,4.5,4.5,4.6,4.5,4.5,8839.0
4387,1740640,"浅草桥水星酒店
Hotel Mercury Asakusabashi Tokyo",Hotel Mercury Asakusabashi Tokyo,3.6,3.5,3.5,3.6,3.6,10133.0
4388,1740698,"横丁品川青物超级酒店
Super Hotel Shinagawa Aomono-Yokocho",Super Hotel Shinagawa Aomono-Yokocho,4.3,4.3,4.3,4.3,4.4,9600.0
4389,1740750,"近畿酒店
Hotel Kinki",Hotel Kinki,4.2,4.2,4.2,4.3,4.2,6780.0
4390,1740777,"皇家花园酒店羽田
Royal Park Hotel the Haneda",Royal Park Hotel the Haneda,4.8,4.7,4.6,4.8,4.7,17843.0
4391,1741039,"勝太郎旅館
Annex Katsutaro Ryokan",Annex Katsutaro Ryokan,4.7,4.7,4.3,4.8,4.6,12320.0
4392,1741043,"大阪科罗纳酒店
Osaka Corona Hotel",Osaka Corona Hotel,3.0,2.7,2.7,3.3,2.9,7950.0
4393,1741052,"梅田宿舍酒店
Umeda Dormitory",Umeda Dormitory,4.0,3.9,3.8,3.9,3.9,
4394,1741053,"嘉和酒店
Hotel Kaga",Hotel Kaga,4.0,4.2,3.9,4.1,4.1,1700.0
4395,1741122,"大阪平价日式背包旅馆
J-Hoppers Osaka Guesthouse",J-Hoppers Osaka Guesthouse,4.3,4.5,4.3,4.5,4.4,5967.0
4396,1741123,"大阪IM旅馆
IM Guest House Osaka",IM Guest House Osaka,3.1,2.8,2.8,2.8,2.9,6338.0
4397,1741131,"新大阪青年旅舍
Shin-Osaka Youth Hostel",Shin-Osaka Youth Hostel,4.1,4.1,4.1,4.1,4.1,5250.0
4398,1741141,"胶囊酒店&阿卡本科兹摩桑拿广场
Capsule Hotel & Sauna Cosmo Plaza Akabane",Capsule Hotel & Sauna Cosmo Plaza Akabane,,,,,,3300.0
4399,1741145,"东京北欧桑拿胶囊酒店-限男性
Tokyo Sauna & Capsule Hotel Hokuo (Male Only)",Tokyo Sauna & Capsule Hotel Hokuo (Male Only),4.1,4.0,4.1,4.1,4.1,
4400,1741153,"可米旅馆
Kimi Ryokan",Kimi Ryokan,4.7,4.7,4.3,4.3,4.5,7020.0
4401,1741156,"西向家庭旅馆
Family Inn Saiko",Family Inn Saiko,4.5,4.5,4.5,4.5,4.5,14000.0
4402,1741165,"罗斯科胶囊旅馆加桑拿浴室
Capsule and Sauna Rosco",Capsule and Sauna Rosco,,,,,,4320.0
4403,1741169,"品川苏可宾馆
Guest House Shinagawa-Shuku",Guest House Shinagawa-Shuku,4.1,4.1,4.1,4.1,4.1,7347.0
4404,1741175,"东京大森商务别墅酒店
Hotel Business Villa Omori Tokyo",Hotel Business Villa Omori Tokyo,3.5,3.5,3.5,3.5,3.5,7911.0
4405,1741179,"華宮旅館
Hanamiya Ryokan",Hanamiya Ryokan,3.3,3.3,3.1,3.3,3.2,8038.0
4406,1744810,"日出酒店
Hotel Sunrise Inn",Hotel Sunrise Inn,3.7,3.8,3.7,3.7,3.7,5994.0
4407,1744847,"海洋旅馆
Guest House La Mer",Guest House La Mer,,,,,,
4408,1744964,"堪扣库坎商务酒店
Business Hotel Kankokukan",Business Hotel Kankokukan,,,,,,5000.0
4409,1746617,"筥崎站酒店
Hakozaki Terminal Hotel",Hakozaki Terminal Hotel,,,,,,
4410,1747741,"加米诺罗旅馆
Guest House Caminoro",Guest House Caminoro,5.0,5.0,5.0,5.0,5.0,2017.0
4411,1759405,"小叮当山林小屋
Tinker Bell",Tinker Bell,,,,,,
4412,1761498,"冲绳丽思卡尔顿酒店
The Ritz-Carlton, Okinawa","The Ritz-Carlton, Okinawa",4.6,4.8,4.7,4.9,4.8,101775.0
4413,1764690,"大阪之心公寓
Heart of Osaka",Heart of Osaka,,,,,,
4414,1766143,"新大阪东口超级酒店
Super Hotel Jr Shin-Osaka Higashiguchi",Super Hotel Jr Shin-Osaka Higashiguchi,,,,,,8150.0
4415,1779182,"冲绳北谷希尔顿度假酒店
Hilton Okinawa Chatan Resort Okinawa",Hilton Okinawa Chatan Resort Okinawa,4.7,4.8,4.8,4.9,4.8,28557.0
4416,1779184,"福冈博多运河城前多米酒店
Hotel Dormy Inn Premium Hakata Canalcitymae Fukuoka",Hotel Dormy Inn Premium Hakata Canalcitymae Fukuoka,4.7,4.7,4.6,4.8,4.7,16529.0
4417,1781378,"恩纳亲爱的劳特旅馆
Auberge Bonne Chere Raout Onna",Auberge Bonne Chere Raout Onna,,,,,,12691.0
4418,1786658,"小春套房度假酒店
Koharu Resort Hotel & Suites",Koharu Resort Hotel & Suites,,,,,,
4419,1801015,"札幌全日空皇冠假日酒店
Crowne Plaza Ana Chitose",Crowne Plaza Ana Chitose,4.4,4.6,4.5,4.7,4.6,13259.0
4420,1817422,"京都全日空皇冠假日酒店
Ana Crowne Plaza Hotel Kyoto",Ana Crowne Plaza Hotel Kyoto,4.7,4.7,4.6,4.8,4.7,16000.0
4421,1819533,"冲绳海港皇冠假日酒店
Crowne Plaza Ana Okinawa Harborview",Crowne Plaza Ana Okinawa Harborview,4.4,4.6,4.4,4.6,4.5,16364.0
4422,1827024,"帕克茵旅舍
Park Inn",Park Inn,4.5,4.3,4.0,4.3,4.2,7200.0
4423,1828805,"大阪鼓手梦想旅馆
Osaka Guest House Drummer's Dream 

又名：大阪鼓手梦想旅馆(Osaka Guest House Drummer's Dream)",Osaka Guest House Drummer's Dream ,4.2,4.3,4.2,4.2,4.2,5035.0
4424,1828811,"切克因新桥附楼酒店
Annex Check in Shimbashi",Annex Check in Shimbashi,3.6,3.6,3.6,3.6,3.6,
4425,1829718,"310胶囊酒店
Capsule Hotel 310",Capsule Hotel 310,4.1,4.1,4.1,4.1,4.1,3800.0
4426,1836302,"歌鸲桑索宿坊酒店
Shukubo Komadori-Sanso",Shukubo Komadori-Sanso,,,,,,16864.0
4427,1836788,"大阪洲际酒店
InterContinental Osaka",InterContinental Osaka,4.9,4.9,4.9,4.9,4.9,60097.0
4428,1836924,"东京万豪酒店
Marriott Hotel Tokyo",Marriott Hotel Tokyo,4.6,4.8,4.7,4.9,4.7,30152.0
4429,1837113,"东京车站万怡酒店
Courtyard by Marriott Tokyo Station",Courtyard by Marriott Tokyo Station,4.8,4.8,4.6,4.8,4.7,28918.0
4430,1837756,"东京芝康姆索雷尔酒店
Hotel Comsoleil Shiba Tokyo",Hotel Comsoleil Shiba Tokyo,4.6,4.2,4.2,4.4,4.4,10500.0
4431,1841600,"东京新宿格拉斯丽酒店
Hotel Gracery Shinjuku Tokyo",Hotel Gracery Shinjuku Tokyo,4.8,4.7,4.7,4.8,4.7,25235.0
4432,1848311,"京都丽思卡尔顿酒店
The Ritz-Carlton Kyoto",The Ritz-Carlton Kyoto,4.7,4.8,4.9,4.9,4.8,134244.0
4433,1857678,"新宿JR九州岛酒店
Jr Kyushu Hotel Blossom Shinjuku",Jr Kyushu Hotel Blossom Shinjuku,4.8,4.7,4.7,4.8,4.8,23477.0
4434,1861358,"福冈海鹰希尔顿酒店
Hilton Fukuoka Sea Hawk",Hilton Fukuoka Sea Hawk,4.4,4.4,4.4,4.7,4.5,29639.0
4435,1862013,"东京神田舒适酒店
Comfort Hotel Tokyo Kanda",Comfort Hotel Tokyo Kanda,4.3,4.3,4.3,4.4,4.3,9291.0
4436,1862033,"日本桥三分之一服务式公寓
1/3rd Residence Serviced Apartments Nihonbashi",1/3rd Residence Serviced Apartments Nihonbashi,4.4,4.4,4.4,4.4,4.4,12600.0
4437,1877325,"新大阪酒店
Hotel Shin Osaka",Hotel Shin Osaka,4.6,4.5,4.3,4.4,4.5,17750.0
4438,1894848,"北门札幌酒店
Hotel North Gate Sapporo",Hotel North Gate Sapporo,4.8,4.6,4.4,4.6,4.6,8875.0
4439,1909815,"京都大仓饭店
Kyoto Hotel Okura",Kyoto Hotel Okura,4.8,4.7,4.5,4.8,4.7,24102.0
4440,1911250,"今归仁城易亚斯诺度假村
Iyashi No Resort Nakijin",Iyashi No Resort Nakijin,4.0,4.0,4.0,4.1,4.0,10873.0
4441,1913398,"冲绳喜璃愈志那霸都市度假酒店
Kariyushi Urban Resort Naha Okinawa",Kariyushi Urban Resort Naha Okinawa,4.6,4.6,4.4,4.7,4.6,14112.0
4442,1916427,"奥利安酒店本部度假村
Hotel Orion Motobu Resort & Spa",Hotel Orion Motobu Resort & Spa,4.7,4.9,4.9,4.9,4.9,32724.0
4443,1921500,"博多舒适酒店
Comfort Hotel Hakata",Comfort Hotel Hakata,4.8,4.4,4.1,4.3,4.4,8200.0
4444,1935612,"JR九州花博中心酒店
Jr Kyushu Hotel Blossom Hakata Central",Jr Kyushu Hotel Blossom Hakata Central,4.9,4.7,4.7,4.8,4.8,18350.0
4445,1935870,"JR长崎九州酒店
Jr Kyushu Hotel Nagasaki",Jr Kyushu Hotel Nagasaki,4.9,4.8,4.7,4.9,4.8,13933.0
4446,1937776,"白马花乃乡酒店
Hakuba Hotel Hana-No-Sato",Hakuba Hotel Hana-No-Sato,4.8,4.8,4.8,4.8,4.8,35000.0
4447,1940872,"札幌薄野区全日空假日酒店
Holiday Inn Ana Sapporo Susukino",Holiday Inn Ana Sapporo Susukino,4.8,4.5,4.4,4.7,4.6,10731.0
4448,1945610,"冲绳美丽海百夫长酒店
Centurion Hotel Okinawa Churaumi",Centurion Hotel Okinawa Churaumi,4.8,4.7,4.5,4.7,4.7,35000.0
4449,1978147,"东京四谷永安国际高级酒店
Hotel Wing International Premium Tokyo Yotsuya",Hotel Wing International Premium Tokyo Yotsuya,4.7,4.6,4.4,4.6,4.6,17427.0
4450,2007411,"日本成田机场九小时胶囊酒店
Nine Hours Narita Airport Japan",Nine Hours Narita Airport Japan,4.7,4.7,4.7,4.9,4.7,15500.0
4451,2008112,"京都九小时胶囊酒店
Nine Hours Kyoto",Nine Hours Kyoto,4.8,4.7,4.6,4.7,4.7,4457.0
4452,2014676,"白滨酒店
Hotel Shirahama",Hotel Shirahama,,,,,,33024.0
4453,2031711,"新盖亚博多驿南酒店
Hotel New Gaea Hakata-Eki Minami",Hotel New Gaea Hakata-Eki Minami,4.1,4.2,4.2,4.1,4.1,5666.0
4454,2057559,"伊其挪揄宏坎酒店
Ichinoyu Honkan",Ichinoyu Honkan,4.3,4.5,4.3,4.7,4.5,45000.0
4455,2057718,"箱根哈塔格一之汤酒店
Hatago Ichinoyu Hotel Hakone",Hatago Ichinoyu Hotel Hakone,4.5,4.6,4.4,4.6,4.5,
4456,2068522,"山中湖度假村
Resort Pension le Lagon",Resort Pension le Lagon,,,,,,23031.0
4457,2069480,"志贺高原王子酒店
Shigakogen Prince Hotel Nagano",Shigakogen Prince Hotel Nagano,3.8,3.9,3.9,3.8,3.9,10518.0
4458,2069786,"考基马奇宫殿酒店
Palace Studio Kojimachi",Palace Studio Kojimachi,,,,,,
4459,2069789,"拉马特新雪谷酒店
Ramat Niseko",Ramat Niseko,,,,,,6688.0
4460,2070939,"似家心怡酒店
Homey Inn Enya",Homey Inn Enya,3.5,3.5,3.5,3.4,3.5,10174.0
4461,2073367,"函馆特托拉酒店
Hotel Tetora Hakodate",Hotel Tetora Hakodate,3.2,3.1,3.1,3.1,3.1,19060.0
4462,2073378,"新奥特酒店
Hotel New Ohte",Hotel New Ohte,4.5,4.4,4.2,4.5,4.4,7749.0
4463,2073389,"乔库瑞膳食公寓
Pension Jokura",Pension Jokura,4.8,4.8,4.7,4.9,4.8,9500.0
4464,2073502,"小仓1-2-3酒店
Hotel 1-2-3 Kokura",Hotel 1-2-3 Kokura,3.5,3.5,3.5,3.6,3.5,5600.0
4465,2074119,"京都京恩酒店
Kyoto Guesthouse Kyo No En",Kyoto Guesthouse Kyo No En,,,,,,8707.0
4466,2074243,"卡莫美雅酒店
Kamomeya",Kamomeya,,,,,,
4467,2074276,"金优雅宾馆
Guest House Kingyoya",Guest House Kingyoya,4.3,4.3,4.3,4.3,4.4,7754.0
4468,2074433,"北海道钏路王子酒店
Kushiro Prince Hotel Hokkaido",Kushiro Prince Hotel Hokkaido,4.3,4.4,4.2,4.3,4.3,8227.0
4469,2074472,"汤布院　香椎荘
Ryokan Kashii-so",Ryokan Kashii-so,3.9,3.7,3.7,3.6,3.7,
4470,2075648,"1-2-3福山酒店
Hotel 1-2-3 Fukuyama",Hotel 1-2-3 Fukuyama,,,,,,7377.0
4471,2075674,"穴子-住宿尾道宾馆
Onomichi Guest House Anago-No-Nedoko",Onomichi Guest House Anago-No-Nedoko,4.2,4.3,4.2,4.3,4.2,2800.0
4472,2078010,"海克本阵酒店
Heike Honjin",Heike Honjin,,,,,,15305.0
4473,2078028,"新奥鲁里酒店
Hotel New Ohruri",Hotel New Ohruri,,,,,,12322.0
4474,2078043,"日光欧儒丽山庄酒店
Ohruri Sanso Nikko",Ohruri Sanso Nikko,,,,,,
4475,2078129,"日光栖息之家宾馆
Nikko Guesthouse Sumica",Nikko Guesthouse Sumica,4.6,4.6,4.6,4.6,4.6,
4476,2078151,"瑞都瑙乐酒店
Rindou No Ie",Rindou No Ie,5.0,5.0,5.0,5.0,5.0,7560.0
4477,2078158,"迷雾酒店
Inn the Mist",Inn the Mist,,,,,,
4478,2079006,"新八潮酒店
Hotel New Yashio",Hotel New Yashio,,,,,,12322.0
4479,2079014,"欧卢里那须盐原酒店
Hotel Ohruri Nasu Shiobara",Hotel Ohruri Nasu Shiobara,,,,,,
4480,2079022,"盐原温泉酒店
Shiobara Onsen Hotel",Shiobara Onsen Hotel,,,,,,12322.0
4481,2079450,"井筒安旅馆
Traditional Kyoto Inn Serving Kyoto Cuisine Izyasu - Former Ryokan Izuyasui",Traditional Kyoto Inn Serving Kyoto Cuisine Izyasu - Former Ryokan Izuyasui,4.3,4.3,4.1,4.3,4.2,33211.0
4482,2079690,"乐心庵酒店
Rakushin-An",Rakushin-An,4.2,4.2,4.2,4.2,4.2,
4483,2079696,"明伦小金庵
Meirin Kogane-an",Meirin Kogane-an,,,,,,
4484,2079791,"仓敷市1-2-3酒店
Hotel 1-2-3 Kurashiki",Hotel 1-2-3 Kurashiki,,,,,,19750.0
4485,2079803,"莫维尔阿瑞玛酒店
Merveille Arima",Merveille Arima,3.6,3.6,4.0,4.1,3.8,14000.0
4486,2080428,"松屋本馆水前寺旅亭
Ryotei Matsuya Honkan Suizenji Ryokan",Ryotei Matsuya Honkan Suizenji Ryokan,4.5,4.7,4.6,4.6,4.6,18403.0
4487,2080624,"阿斯科特酒店
Ascot Hotel",Ascot Hotel,,,,,,40883.0
4488,2083165,"长崎宏勘酒店
Nagasaki Ihokan",Nagasaki Ihokan,,,,,,12352.0
4489,2083574,"比由酒店
Bijuu",Bijuu,4.8,4.7,4.7,4.7,4.7,99633.0
4490,2083581,"藤家旅馆
Fujiya Ryokan",Fujiya Ryokan,5.0,4.9,4.7,4.8,4.9,12984.0
4491,2083607,"京都nao炬乃座大宫五条邸
Naokonoza Omiya Gojo Kyoto",Naokonoza Omiya Gojo Kyoto,4.4,4.4,4.4,4.4,4.4,38400.0
4492,2083664,"京都nao炬乃座别邸麸屋町
Naokonoza Bettei Fuyacho Kyoto",Naokonoza Bettei Fuyacho Kyoto,4.0,4.0,5.0,5.0,4.5,
4493,2083687,"炬乃座梅小路宅邸酒店
Naokonoza Bettei Umekoji Kyoto",Naokonoza Bettei Umekoji Kyoto,5.0,5.0,5.0,5.0,5.0,40000.0
4494,2083704,"炬乃座別邸京都站酒店
Naokonoza Bettei Kyoto Station",Naokonoza Bettei Kyoto Station,4.8,4.8,5.0,5.0,4.9,31000.0
4495,2083716,"天兔红叶旅舍
Guesthouse Usagi-Momiji",Guesthouse Usagi-Momiji,4.7,4.7,4.7,4.7,4.7,5800.0
4496,2083734,"金阁馆京町家酒店
Kyomachiya Kinkakuan",Kyomachiya Kinkakuan,4.8,4.4,4.4,4.8,4.6,
4497,2084419,"日光鬼怒川玉门诺托吉大酒店
Kinugawa Grand Hotel Yumenotoki Nikkō",Kinugawa Grand Hotel Yumenotoki Nikkō,4.7,4.8,4.5,4.9,4.8,37331.0
4498,2084613,"冈山玛丽亚酒店
Hotel Maira Okayama",Hotel Maira Okayama,4.8,4.9,4.7,4.8,4.8,5928.0
4499,2084628,"千种民宿酒店
Minshuku Chigusa",Minshuku Chigusa,,,,,,6000.0
4500,2084688,"仓敷挫若旅馆
Hostel Cuore Kurashiki",Hostel Cuore Kurashiki,4.6,4.6,4.4,4.6,4.5,7938.0
4501,2084723,"仓敷有鄰庵旅馆
Kurashiki Guest House Yuurin-An",Kurashiki Guest House Yuurin-An,,,,,,6850.0
4502,2088450,"尾道市坂之风酒店
Onomichi Saka No Kaze",Onomichi Saka No Kaze,,,,,,
4503,2088997,"东京有明奥克伍德公寓酒店
Oakwood Apartments Ariake Tokyo",Oakwood Apartments Ariake Tokyo,4.8,4.8,4.8,4.9,4.8,11986.0
4504,2089067,"凯莎芭鹿儿岛第一酒店
Kagoshima Daiichi Hotel Kishaba",Kagoshima Daiichi Hotel Kishaba,,,,,,9170.0
4505,2092047,"卡库森安酒店
Kakusenan",Kakusenan,4.1,4.1,4.1,4.1,4.1,14166.0
4506,2096845,"广岛悦动酒店
J-Hoppers Hiroshima Guesthouse",J-Hoppers Hiroshima Guesthouse,,,,,,5967.0
4507,2096939,"科泽合租公寓（仅限女性）
Koza Share House (Women Only)",Koza Share House (Women Only),,,,,,
4508,2097965,"江泉旅馆
Ryokan Kosen",Ryokan Kosen,4.3,4.3,4.1,4.3,4.3,10440.0
4509,2098736,"富士河口湖橙色小屋酒店
Orange Cabin Inn Fujikawaguchiko",Orange Cabin Inn Fujikawaguchiko,4.8,4.8,4.8,4.8,4.8,37500.0
4510,2099256,"城堡商务酒店
Business Hotel Castle",Business Hotel Castle,,,,,,
4511,2099382,"意大利亚酒店
Pension Italiana",Pension Italiana,,,,,,
4512,2099950,"北海道札幌薄野安心酒店
Relief Hotel Sapporo Susukino Hokkaido",Relief Hotel Sapporo Susukino Hokkaido,4.7,4.8,4.5,4.8,4.7,11700.0
4513,2102122,"京都站前宾馆
Guesthouse Kyoto Ekimae",Guesthouse Kyoto Ekimae,3.7,3.5,3.0,3.8,3.5,29587.0
4514,2105672,"神箭酒店
Arrow Hotel",Arrow Hotel,4.5,4.5,4.2,4.6,4.4,7800.0
4515,2107470,"横滨洲际大酒店
InterContinental Yokohama Grand",InterContinental Yokohama Grand,4.8,4.7,4.4,4.8,4.7,17125.0
4516,2107678,"神户全日空皇冠假日酒店
Ana Crowne Plaza Kobe",Ana Crowne Plaza Kobe,4.8,4.7,4.6,4.8,4.7,12178.0
4517,2107703,"金泽全日空王冠广场酒店
Crowne Plaza Ana Kanazawa",Crowne Plaza Ana Kanazawa,4.7,4.4,4.2,4.5,4.4,12201.0
4518,2107734,"广岛全日空皇冠假日酒店
Crowne Plaza Ana Hiroshima",Crowne Plaza Ana Hiroshima,4.8,4.7,4.8,4.8,4.8,9598.0
4519,2107872,"成田美爵酒店
Mercure Hotel Narita",Mercure Hotel Narita,4.6,4.3,4.1,4.4,4.3,9064.0
4520,2107894,"东京成田机场希尔顿酒店
Hilton Tokyo Narita Airport",Hilton Tokyo Narita Airport,4.3,4.5,4.2,4.6,4.4,17480.0
4521,2108127,"福冈全日空皇冠假日酒店
Ana Crowne Plaza Fukuoka",Ana Crowne Plaza Fukuoka,4.7,4.6,4.3,4.7,4.6,19626.0
4522,2111782,"北海道札幌经典酒店
Sapporo Classe Hotel Hokkaido",Sapporo Classe Hotel Hokkaido,4.4,4.2,4.0,4.3,4.2,6105.0
