RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,tripadvisor_hotel_id,ServicesScore,FacilitiesScore,HealthScore,HotelPrice,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
3686,1498477,"黑崎舒适酒店
Comfort Hotel Kurosaki",Comfort Hotel Kurosaki,4.2,4.4,9412,4.4,4.4,4.4,6407.0,Comfort Hotel Kurosaki,https://www.tripadvisor.com/Hotel_Review-g303160-d1426164-Reviews-Comfort_Hotel_Kurosaki-Kitakyushu_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,109,806-0021,福岡県,北九州市八幡西区,黒崎3丁目13-13,,〒806-0021 福岡県北九州市八幡西区黒崎3丁目13-13,5148,19808,151
3694,1498582,"罗蕾莱酒店
Hotel Lorelei",Hotel Lorelei,4.7,4.7,10492,4.7,4.3,4.6,12300.0,Hotel Lorelei,https://www.tripadvisor.com/Hotel_Review-g298217-d1092124-Reviews-Hotel_Lorelei-Sasebo_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,139,859-3236,長崎県,佐世保市,南風崎町449,,〒859-3236 長崎県佐世保市南風崎町449,10634,24401,95
3725,1500181,"名古屋市瑞驰锦酒店
Nagoya Rich Hotel Nishiki",Nagoya Rich Hotel Nishiki,3.8,3.9,3613,3.6,3.7,3.8,5572.0,Nagoya Rich Hotel Nishiki,https://www.tripadvisor.com/Hotel_Review-g298106-d558210-Reviews-Nagoya_Rich_Hotel_Nishiki-Nagoya_Aichi_Prefecture_Chubu.html,3.0,20,460-0003,愛知県,名古屋市,中区錦1-8-22,,〒460-0003 愛知県名古屋市中区錦1-8-22,4479,12318,103
3735,1500340,"旭桥裕崎士特酒店
Hotel Yuquesta Asahibashi",Hotel Yuquesta Asahibashi,4.7,4.8,3369,4.5,4.8,4.7,11700.0,Hotel Yuquesta Asahibashi,https://www.tripadvisor.com/Hotel_Review-g298224-d1081371-Reviews-Hotel_Yuquesta_Asahibashi-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.0,18,900-0034,沖縄県,那覇市,東町5-19,,〒900-0034 沖縄県那覇市東町5-19,7596,15081,72
3736,1500390,"宫古岛温泉酒店
Miyakojima Onsen Hotel",Miyakojima Onsen Hotel,2.7,3.0,5222,3.3,5.0,3.5,10800.0,Miyakojima Onsen Hotel,https://www.tripadvisor.com/Hotel_Review-g680765-d4341794-Reviews-Miyakojima_Onsen_Hotel-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,4.5,37,906-0011,沖縄県,宮古島市,平良東仲宗根添1898-19,,〒906-0011 沖縄県宮古島市平良東仲宗根添1898-19,8509,20152,36
3744,1500449,"山水日式旅馆
Ryokan Sansui",Ryokan Sansui,5.0,5.0,1898,4.5,5.0,4.9,,Ryokan Sansui,https://www.tripadvisor.com/Hotel_Review-g298113-d1090773-Reviews-Ryokan_Sansui-Takayama_Gifu_Prefecture_Chubu.html,4.0,6,506-1434,岐阜県,高山市,奥飛騨温泉郷福地850,,〒506-1434 岐阜県高山市奥飛騨温泉郷福地850,9217,44864,20
3748,1500485,"水户京成酒店
Mito Keisei Hotel",Mito Keisei Hotel,4.3,4.3,12891,4.3,4.3,4.3,9701.0,Mito Keisei Hotel,https://www.tripadvisor.com/Hotel_Review-g298166-d1057537-Reviews-Mito_Keisei_Hotel-Mito_Ibaraki_Prefecture_Kanto.html,4.0,216,310-0011,茨城県,水戸市,三の丸1-4-73,,〒310-0011 茨城県水戸市三の丸1-4-73,7830,18009,52
3749,1500487,"卡瓦吉池克公园酒店
Kawaguchiko Park Hotel",Kawaguchiko Park Hotel,4.4,4.7,2409,4.5,4.7,4.6,9906.0,Kawaguchiko Park Hotel,https://www.tripadvisor.com/Hotel_Review-g1165976-d1169196-Reviews-Kawaguchiko_Park_Hotel-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Chu.html,3.5,9,401-0301,山梨県,南都留郡富士河口湖町,船津6713-6,,〒401-0301 山梨県南都留郡富士河口湖町船津6713-6,12993,38867,30
3750,1500509,"名古屋狮子宫酒店
Hotel Leopalace Nagoya",Hotel Leopalace Nagoya,3.6,3.7,3532,3.7,3.8,3.7,10750.0,Hotel Leopalace Nagoya,https://www.tripadvisor.com/Hotel_Review-g298106-d1080575-Reviews-Hotel_Leopalace_Nagoya-Nagoya_Aichi_Prefecture_Chubu.html,4.0,20,464-0075,愛知県,名古屋市,千種区内山3-4-4,,〒464-0075 愛知県名古屋市千種区内山3-4-4,8366,21907,113
3756,1500571,"札幌花园宫殿
Sapporo Garden Palace",Sapporo Garden Palace,4.3,4.4,3737,4.4,4.5,4.4,7133.0,Sapporo Garden Palace,https://www.tripadvisor.com/Hotel_Review-g298560-d557816-Reviews-Sapporo_Garden_Palace-Sapporo_Hokkaido.html,4.0,21,060-0001,北海道,札幌市中央区,北1条西6,,〒060-0001 北海道札幌市中央区北1条西6,6607,24972,164
3762,1500988,"卡塔拉度假水疗酒店
Hotel Katara Resort & Spa",Hotel Katara Resort & Spa,4.0,3.6,8024,3.6,4.0,3.8,30425.0,Hotel Katara Resort & Spa,https://www.tripadvisor.com/Hotel_Review-g1121205-d1125025-Reviews-Hotel_Katara_Resort_Spa-Higashiizu_cho_Kamo_gun_Shizuoka_Prefecture_Chubu.html,3.5,80,413-0302,静岡県,賀茂郡東伊豆町,奈良本992-1-2,,〒413-0302 静岡県賀茂郡東伊豆町奈良本992-1-2,21486,44427,74
3764,1501072,"新大阪维亚酒店
Via Inn Shin-Osaka",Via Inn Shin-Osaka,3.5,3.5,1309,4.0,4.0,3.8,17750.0,Via Inn Shin-Osaka,https://www.tripadvisor.com/Hotel_Review-g298566-d1084463-Reviews-Via_Inn_Shin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,533-0031,大阪府,大阪市,東淀川区西淡路1-1-7,,〒533-0031 大阪府大阪市東淀川区西淡路1-1-7,6885,11882,228
3772,1502034,"新桥太阳道酒店
Hotel Sunroute Shimbashi",Hotel Sunroute Shimbashi,4.8,4.7,93,4.4,4.8,4.7,13046.0,Hotel Sunroute Shimbashi,https://www.tripadvisor.com/Hotel_Review-g1066451-d1089916-Reviews-Hotel_Sunroute_Shimbashi-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,105-0004,東京都,港区,新橋4-10-2,,〒105-0004 東京都港区新橋4-10-2,9661,19545,220
3779,1546744,"东京安达仕酒店
Andaz Tokyo Toranomon Hills",Andaz Tokyo Toranomon Hills,4.7,4.9,46,4.9,5.0,4.9,92141.0,Andaz Tokyo Toranomon Hills,https://www.tripadvisor.com/Hotel_Review-g1066451-d6485175-Reviews-Andaz_Tokyo_Toranomon_Hills-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,105-0001,東京都,港区,虎ノ門1-23-4,,〒105-0001 東京都港区虎ノ門1-23-4,57524,129373,164
3783,1572560,"北海道函馆中和福朋喜来登酒店
Four Points by Sheraton Hakodate",Four Points by Sheraton Hakodate,4.8,4.5,6574,4.2,4.6,4.5,26523.0,Four Points by Sheraton Hakodate,https://www.tripadvisor.com/Hotel_Review-g298151-d300452-Reviews-Four_Points_by_Sheraton_Hakodate-Hakodate_Hokkaido.html,4.0,57,040-0063,北海道,函館市,若松町14-10,,〒040-0063 北海道函館市若松町14-10,7949,38961,199
3785,1572571,"札幌坤特萨酒店
Quintessa Hotel Sapporo",Quintessa Hotel Sapporo,4.3,4.4,3756,4.4,4.5,4.4,10163.0,Quintessa Hotel Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d306509-Reviews-Quintessa_Hotel_Sapporo-Sapporo_Hokkaido.html,4.0,21,064-0808,北海道,札幌市中央区,南8条西5丁目,,〒064-0808 北海道札幌市中央区南8条西5丁目,6159,31467,167
3788,1572622,"东京康莱德酒店
Conrad Tokyo",Conrad Tokyo,4.9,4.9,14,4.9,5.0,4.9,56462.0,Conrad Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066451-d571809-Reviews-Conrad_Tokyo-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,105-7337,東京都,港区,東新橋1-9-1,,〒105-7337 東京都港区東新橋1-9-1,50861,122154,290
3811,1589909,"山田日式旅馆
Yamadaya Hotel",Yamadaya Hotel,4.8,5.0,2431,4.8,4.8,4.9,16366.0,Yamadaya Hotel,https://www.tripadvisor.com/Hotel_Review-g1165976-d1230439-Reviews-Yamadaya_Hotel-Fujikawaguchiko_machi_Minamitsuru_gun_Yamanashi_Prefecture_Chubu.html,4.0,9,401-0336,山梨県,南都留郡富士河口湖町,精進478,,〒401-0336 山梨県南都留郡富士河口湖町精進478,12846,38206,25
3822,1635497,"绿色广场箱根酒店
Hotel Green Plaza Hakone",Hotel Green Plaza Hakone,4.4,4.5,2129,4.3,4.5,4.4,26000.0,Hotel Green Plaza Hakone,https://www.tripadvisor.com/Hotel_Review-g298171-d1132722-Reviews-Hotel_Green_Plaza_Hakone-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,4.0,7,250-0631,神奈川県,足柄下郡箱根町,仙石原1244-2,,〒250-0631 神奈川県足柄下郡箱根町仙石原1244-2,24917,57586,123
3823,1635503,"马罗德箱根酒店
Hotel Marroad Hakone",Hotel Marroad Hakone,4.4,4.3,2069,4.2,4.4,4.3,17523.0,Hotel Marroad Hakone,https://www.tripadvisor.com/Hotel_Review-g298171-d1126139-Reviews-Hotel_Marroad_Hakone-Hakone_machi_Ashigarashimo_gun_Kanagawa_Prefecture_Kanto.html,3.5,7,250-0408,神奈川県,足柄下郡箱根町,強羅1320,,〒250-0408 神奈川県足柄下郡箱根町強羅1320,9883,41199,45
3824,1635530,"汤泽新大谷酒店
Yuzawa New Otani",Yuzawa New Otani,4.3,4.4,2484,4.2,4.5,4.3,7556.0,Yuzawa New Otani,https://www.tripadvisor.com/Hotel_Review-g1119245-d301290-Reviews-Yuzawa_New_Otani-Yuzawa_machi_Minamiuonuma_gun_Niigata_Prefecture_Chubu.html,4.0,10,949-6101,新潟県,南魚沼郡湯沢町,湯沢330,,〒949-6101 新潟県南魚沼郡湯沢町湯沢330,13326,45752,83
3829,1635611,"幕张春天酒店
Hotel Springs Makuhari",Hotel Springs Makuhari,4.6,4.2,11562,4.3,4.5,4.4,22224.0,Hotel Springs Makuhari,https://www.tripadvisor.com/Hotel_Review-g298158-d1087772-Reviews-Hotel_Springs_Makuhari-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,261-0021,千葉県,千葉市,美浜区ひび野1-11,,〒261-0021 千葉県千葉市美浜区ひび野1-11,8613,30649,259
3835,1635677,"东京目黒雅叙园
Hotel Gajoen Tokyo",Hotel Gajoen Tokyo,4.9,5.0,39,4.9,5.0,4.9,46189.0,Hotel Gajoen Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066450-d557525-Reviews-Hotel_Gajoen_Tokyo-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html,4.5,1,153-0064,東京都,目黒区,下目黒1-8-1,,〒153-0064 東京都目黒区下目黒1-8-1,48306,105830,60
3850,1636254,"特托然泽幕张稻毛海岸酒店
Tetoranze Makuhari Inagekaigan Hotel",Tetoranze Makuhari Inagekaigan Hotel,4.5,4.4,11576,4.1,4.4,4.3,,Tetoranze Makuhari Inagekaigan Hotel,https://www.tripadvisor.com/Hotel_Review-g298158-d1078605-Reviews-Tetoranze_Makuhari_Inagekaigan_Hotel-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,261-0004,千葉県,千葉市,美浜区高洲3-20-40,,〒261-0004 千葉県千葉市美浜区高洲3-20-40,5037,14887,86
3864,1641982,"东京箱根花月圆酒店
Hotel Kagetsuen",Hotel Kagetsuen,4.5,5.0,18809,5.0,5.0,4.9,10700.0,Hotel Kagetsuen,https://www.tripadvisor.com/Hotel_Review-g1023373-d1106531-Reviews-Hotel_Kagetsuen-Uki_Kumamoto_Prefecture_Kyushu_Okinawa.html,2.5,618,869-0502,熊本県,宇城市,松橋町松橋859-3,,〒869-0502 熊本県宇城市松橋町松橋859-3,,,17
3869,1642073,"热海新富士屋酒店
Atami New Fujiya Hotel",Atami New Fujiya Hotel,4.0,3.0,5138,4.0,3.0,3.5,12528.0,Atami New Fujiya Hotel,https://www.tripadvisor.com/Hotel_Review-g298122-d1093229-Reviews-Atami_New_Fujiya_Hotel-Atami_Shizuoka_Prefecture_Chubu.html,3.0,36,413-0013,静岡県,熱海市,銀座町1-16,,〒413-0013 静岡県熱海市銀座町1-16,12315,35378,350
3879,1642169,"名古屋KKR酒店（国家公务员共济组合联合会名古屋共济会馆）
KKR Hotel Nagoya",KKR Hotel Nagoya,5.0,5.0,3538,5.0,5.0,5.0,6000.0,KKR Hotel Nagoya,https://www.tripadvisor.com/Hotel_Review-g298106-d1080735-Reviews-KKR_Hotel_Nagoya-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0001,愛知県,名古屋市中区,三の丸1-5-1,,〒460-0001 愛知県名古屋市中区三の丸1-5-1,5394,16072,106
3880,1642191,"名古屋自由酒店
Nagoya Liberty Hotel",Nagoya Liberty Hotel,4.4,4.3,3596,4.1,4.4,4.3,5917.0,Nagoya Liberty Hotel,https://www.tripadvisor.com/Hotel_Review-g298106-d558207-Reviews-Nagoya_Liberty_Hotel-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,453-0015,愛知県,名古屋市,中村区椿町21-20,,〒453-0015 愛知県名古屋市中村区椿町21-20,5711,14670,117
3885,1642288,"佐贺华盛顿广场酒店
Saga Washington Hotel Plaza",Saga Washington Hotel Plaza,4.1,4.0,12337,3.8,3.9,3.9,6945.0,Saga Washington Hotel Plaza,https://www.tripadvisor.com/Hotel_Review-g298227-d1067863-Reviews-Saga_Washington_Hotel_Plaza-Saga_Saga_Prefecture_Kyushu_Okinawa.html,3.5,193,840-0801,佐賀県,佐賀市,駅前中央1-164,,〒840-0801 佐賀県佐賀市駅前中央1-164,5705,14094,230
3889,1642570,"柏树格兰酒店
Cypress Garden Hotel",Cypress Garden Hotel,4.6,4.6,3537,4.6,4.6,4.6,13794.0,Cypress Garden Hotel,https://www.tripadvisor.com/Hotel_Review-g298106-d325549-Reviews-Cypress_Garden_Hotel-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,456-0002,愛知県,名古屋市,熱田区金山町1-9-8,,〒456-0002 愛知県名古屋市熱田区金山町1-9-8,8807,25429,203
3890,1642598,"岐阜舒适酒店
Comfort Hotel Gifu",Comfort Hotel Gifu,4.4,4.3,12961,4.2,4.4,4.3,6933.0,Comfort Hotel Gifu,https://www.tripadvisor.com/Hotel_Review-g298112-d306448-Reviews-Comfort_Hotel_Gifu-Gifu_Gifu_Prefecture_Chubu.html,4.0,220,500-8844,岐阜県,岐阜市,吉野町6-6,,〒500-8844 岐阜県岐阜市吉野町6-6,6488,28412,219
3896,1642898,"东京KKR酒店
KKR Hotel Tokyo",KKR Hotel Tokyo,4.6,4.5,252,4.5,4.6,4.6,14451.0,KKR Hotel Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066443-d1082523-Reviews-KKR_Hotel_Tokyo-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,100-0004,東京都,千代田区,大手町1-4-1,,〒100-0004 東京都千代田区大手町1-4-1,13548,33093,161
3901,1642924,"五反田京王布莱索酒店
Keio Presso Inn Gotanda",Keio Presso Inn Gotanda,5.0,4.7,692,4.7,4.7,4.8,,Keio Presso Inn Gotanda,https://www.tripadvisor.com/Hotel_Review-g1066854-d1116584-Reviews-Keio_Presso_Inn_Gotanda-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,141-0031,東京都,品川区,西五反田2-17-12,,〒141-0031 東京都品川区西五反田2-17-12,6774,16324,178
3910,1644570,"青森酒店
Hotel Aomori",Hotel Aomori,4.3,4.7,10371,4.7,5.0,4.7,17000.0,Hotel Aomori,https://www.tripadvisor.com/Hotel_Review-g298241-d1082189-Reviews-Hotel_Aomori-Aomori_Aomori_Prefecture_Tohoku.html,4.0,135,030-0812,青森県,青森市,堤町1-1-23,,〒030-0812 青森県青森市堤町1-1-23,7611,22051,155
3915,1645737,"神田奥林匹克旅馆
Olympic Inn Kanda",Olympic Inn Kanda,4.7,4.6,284,4.7,4.8,4.7,,Olympic Inn Kanda,https://www.tripadvisor.com/Hotel_Review-g1066443-d1092305-Reviews-Olympic_Inn_Kanda-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,101-0043,東京都,千代田区,神田富山町30-1,,〒101-0043 東京都千代田区神田富山町30-1,5664,18767,70
3923,1646111,"馨乐庭中央东京新宿区酒店
Citadines Central Shinjuku Tokyo",Citadines Central Shinjuku Tokyo,4.5,4.5,20,4.4,4.6,4.5,35000.0,Citadines Central Shinjuku Tokyo,https://www.tripadvisor.com/Hotel_Review-g1066457-d1070779-Reviews-Citadines_Central_Shinjuku_Tokyo-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,160-0021,東京都,新宿区,歌舞伎町1-2-9,,〒160-0021 東京都新宿区歌舞伎町1-2-9,12438,31649,206
3939,1646348,"富山露台豪华酒店
Hotel Grand Terrace Toyama",Hotel Grand Terrace Toyama,4.0,4.0,8269,3.9,4.1,4.0,9805.0,Hotel Grand Terrace Toyama,https://www.tripadvisor.com/Hotel_Review-g298126-d1079573-Reviews-Hotel_Grand_Terrace_Toyama-Toyama_Toyama_Prefecture_Chubu.html,3.5,84,930-0004,富山県,富山市,桜橋通り2-28,,〒930-0004 富山県富山市桜橋通り2-28,6714,20703,129
3941,1646385,"札幌里昂皇宫酒店
Hotel Leopalace Sapporo",Hotel Leopalace Sapporo,4.6,4.7,3736,4.4,4.7,4.6,9268.0,Hotel Leopalace Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d505343-Reviews-Hotel_Leopalace_Sapporo-Sapporo_Hokkaido.html,4.0,21,060-0062,北海道,札幌市中央区,南2条西8-6-1,,〒060-0062 北海道札幌市中央区南2条西8-6-1,6719,26204,86
3953,1646875,"京都乌丸东横酒店
Toyoko Inn Kyoto Shijo-Karasuma",Toyoko Inn Kyoto Shijo-Karasuma,4.8,4.7,929,4.5,4.8,4.7,7668.0,Toyoko Inn Kyoto Shijo-Karasuma,https://www.tripadvisor.com/Hotel_Review-g298564-d676053-Reviews-Toyoko_Inn_Kyoto_Shijo_Karasuma-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,600-8008,京都府,京都市,下京区長刀鉾町28,,〒600-8008 京都府京都市下京区長刀鉾町28,7107,59634,223
3960,1646943,"大阪梅田OS酒店
Umeda OS Hotel",Umeda OS Hotel,4.8,4.7,1267,4.4,4.7,4.7,22184.0,Umeda OS Hotel,https://www.tripadvisor.com/Hotel_Review-g298566-d1084461-Reviews-Umeda_OS_Hotel-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,530-0057,大阪府,大阪市,曽根崎2-11-5,,〒530-0057 大阪府大阪市北区曽根崎2-11-5,7551,17768,283
3971,1647125,"弘前微笑酒店
Smile Hotel Hirosaki",Smile Hotel Hirosaki,4.5,4.5,12082,4.5,4.5,4.5,6326.0,Smile Hotel Hirosaki,https://www.tripadvisor.com/Hotel_Review-g303161-d1075181-Reviews-Smile_Hotel_Hirosaki-Hirosaki_Aomori_Prefecture_Tohoku.html,4.0,183,036-8182,青森県,弘前市,土手町73-2,,〒036-8182 青森県弘前市土手町73-2,4701,19140,121
3981,1647163,"札幌堇酒店
Sapporo Sumire Hotel",Sapporo Sumire Hotel,4.3,4.3,3769,4.2,4.4,4.3,9558.0,Sapporo Sumire Hotel,https://www.tripadvisor.com/Hotel_Review-g298560-d1082817-Reviews-Sapporo_Sumire_Hotel-Sapporo_Hokkaido.html,3.5,21,060-0001,北海道,札幌市中央区,北1条西2丁目,,〒060-0001 北海道札幌市中央区北1条西2丁目,5599,22508,97
4000,1647550,"六甲山酒店
Rokkosan Hotel",Rokkosan Hotel,4.4,4.3,6130,4.0,4.2,4.2,17750.0,Rokkosan Hotel,https://www.tripadvisor.com/Hotel_Review-g298562-d1083780-Reviews-Rokkosan_Hotel-Kobe_Hyogo_Prefecture_Kinki.html,3.5,46,,,,,,,,,
4003,1647576,"彦根市舒适酒店
Comfort Hotel Hikone",Comfort Hotel Hikone,4.5,4.3,15256,4.3,4.4,4.4,8110.0,Comfort Hotel Hikone,https://www.tripadvisor.com/Hotel_Review-g1023563-d1439838-Reviews-Comfort_Hotel_Hikone-Hikone_Shiga_Prefecture_Kinki.html,4.0,333,522-0010,滋賀県,彦根市,駅東町18-7,,〒522-0010 滋賀県彦根市駅東町18-7,6814,15304,154
4006,1647806,"札幌美爵酒店
Mercure Hotel Sapporo",Mercure Hotel Sapporo,4.8,4.6,3750,4.6,4.7,4.7,24429.0,Mercure Hotel Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1425917-Reviews-Mercure_Hotel_Sapporo-Sapporo_Hokkaido.html,4.5,21,064-0804,北海道,札幌市中央区,中央区南4条西2-2-4,,〒064-0804 北海道札幌市中央区中央区南4条西2-2-4,9630,34378,285
4008,1648178,"冈山全日空皇冠假日酒店
Ana Crowne Plaza Okayama",Ana Crowne Plaza Okayama,4.7,4.6,8803,4.3,4.7,4.6,10749.0,Ana Crowne Plaza Okayama,https://www.tripadvisor.com/Hotel_Review-g298134-d582420-Reviews-Ana_Crowne_Plaza_Okayama-Okayama_Okayama_Prefecture_Chugoku.html,4.5,94,700-0901,岡山県,岡山市,北区駅元町15-1,,〒700-0901 岡山県岡山市北区駅元町15-1,9512,29767,219
4022,1648892,"新大阪西Via Inn酒店
Via Inn Shin-Osaka West",Via Inn Shin-Osaka West,4.9,4.9,1281,4.7,4.9,4.8,17750.0,Via Inn Shin-Osaka West,https://www.tripadvisor.com/Hotel_Review-g298566-d1084465-Reviews-Via_Inn_Shin_Osaka_West-Osaka_Osaka_Prefecture_Kinki.html,3.5,3,532-0003,大阪府,大阪市淀川区,宮原4-1-21,,〒532-0003 大阪府大阪市淀川区宮原4-1-21,4775,14325,435
4029,1649252,"海岸竹芝碧沙酒店
Bayside Hotel Azur Takeshiba",Bayside Hotel Azur Takeshiba,4.5,4.6,272,4.3,4.6,4.5,8295.0,Bayside Hotel Azur Takeshiba,https://www.tripadvisor.com/Hotel_Review-g1066451-d601532-Reviews-Bayside_Hotel_Azur_Takeshiba-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,3.5,1,105-0022,東京都,港区,海岸1-11-2,,〒105-0022 東京都港区海岸1-11-2,9439,19767,118
4037,1649449,"彩亭酒店
Hotel Okabe Shiosaitei",Hotel Okabe Shiosaitei,4.3,4.3,13177,4.3,4.3,4.3,9752.0,Hotel Okabe Shiosaitei,https://www.tripadvisor.com/Hotel_Review-g298155-d1082404-Reviews-Hotel_Okabe_Shiosaitei-Wakkanai_Hokkaido.html,3.5,233,097-0022,北海道,稚内市,中央1-5-16,,〒097-0022 北海道稚内市中央1-5-16,9508,23602,36
4040,1649500,"太阳珊瑚酒店
Hotel Sun Coral",Hotel Sun Coral,4.0,4.0,3447,4.0,5.0,4.3,,Hotel Sun Coral,https://www.tripadvisor.com/Hotel_Review-g298224-d1080205-Reviews-Hotel_Sun_Coral-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,900-0032,沖縄県,那覇市,松山2-12-6,,〒900-0032 沖縄県那覇市松山2-12-6,4734,5064,41
4056,1650224,"对马酒店
Hotel Tsushima",Hotel Tsushima,5.0,5.0,12308,5.0,5.0,5.0,289750.0,Hotel Tsushima,https://www.tripadvisor.com/Hotel_Review-g1022846-d1085422-Reviews-Hotel_Tsushima-Tsushima_Nagasaki_Prefecture_Kyushu_Okinawa.html,3.0,191,817-0021,長崎県,対馬市,厳原町今屋敷765,,〒817-0021 長崎県対馬市厳原町今屋敷765,9396,21477,50
4096,1654751,"香川郡坂出大酒店
Sakaide Grand Hotel",Sakaide Grand Hotel,4.5,5.0,17025,4.5,4.5,4.6,9188.0,Sakaide Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g1022917-d1072565-Reviews-Sakaide_Grand_Hotel-Sakaide_Kagawa_Prefecture_Shikoku.html,3.5,454,762-0053,香川県,坂出市,西大浜北 1-2-33,,〒762-0053 香川県坂出市西大浜北 1-2-33,5585,12846,119
4101,1655037,"吴阪急酒店
Kure Hankyu Hotel",Kure Hankyu Hotel,5.0,5.0,10735,4.7,4.7,4.8,12765.0,Kure Hankyu Hotel,https://www.tripadvisor.com/Hotel_Review-g1022430-d1050945-Reviews-Kure_Hankyu_Hotel-Kure_Hiroshima_Prefecture_Chugoku.html,4.0,144,737-0051,広島県,呉市,中央1-1-1,,〒737-0051 広島県呉市中央1-1-1,11193,34139,70
4114,1656725,"东京第一酒店 鹤冈
Tokyo Dai-Ichi Hotel Tsuruoka",Tokyo Dai-Ichi Hotel Tsuruoka,5.0,5.0,7570,5.0,5.0,5.0,9000.0,Tokyo Dai-Ichi Hotel Tsuruoka,https://www.tripadvisor.com/Hotel_Review-g1023682-d1073317-Reviews-Tokyo_Dai_Ichi_Hotel_Tsuruoka-Tsuruoka_Yamagata_Prefecture_Tohoku.html,4.0,72,997-0031,山形県,鶴岡市,錦町2-10,,〒997-0031 山形県鶴岡市錦町2-10,7056,15905,124
4121,1660411,"草津温泉市井酒店
Hotel Ichii",Hotel Ichii,4.5,4.5,5558,4.5,4.5,4.5,27000.0,Hotel Ichii,https://www.tripadvisor.com/Hotel_Review-g303152-d1124327-Reviews-Hotel_Ichii-Kusatsu_machi_Agatsuma_gun_Gunma_Prefecture_Kanto.html,4.0,41,377-1711,群馬県,吾妻郡草津町,草津411,,〒377-1711 群馬県吾妻郡草津町草津411,14442,59673,125
4156,1675439,"东京穆提贝斯特韦斯特套房酒店
Best Western Rembrandt Hotel Tokyo Machida",Best Western Rembrandt Hotel Tokyo Machida,4.4,4.4,19477,4.4,4.4,4.4,11856.0,Best Western Rembrandt Hotel Tokyo Machida,https://www.tripadvisor.com/Hotel_Review-g1060907-d1080769-Reviews-Best_Western_Rembrandt_Hotel_Tokyo_Machida-Machida_Tokyo_Prefecture_Kanto.html,3.5,696,194-0013,東京都,町田市,原町田3-2-9,,〒194-0013 東京都町田市原町田3-2-9,7708,15527,61
4159,1675476,"市谷格兰山丘酒店
Hotel Grand Hill Ichigaya",Hotel Grand Hill Ichigaya,4.6,4.6,372,4.5,4.7,4.6,12460.0,Hotel Grand Hill Ichigaya,https://www.tripadvisor.com/Hotel_Review-g1066457-d1115816-Reviews-Hotel_Grand_Hill_Ichigaya-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,4.0,1,162-0845,東京都,新宿区,市谷本村町4-1,,〒162-0845 東京都新宿区市谷本村町4-1,9550,19323,161
4160,1675565,"两国河流酒店
Ryogoku River Hotel",Ryogoku River Hotel,4.8,4.5,637,4.2,4.5,4.5,9000.0,Ryogoku River Hotel,https://www.tripadvisor.com/Hotel_Review-g1066459-d1090628-Reviews-Ryogoku_River_Hotel-Sumida_Tokyo_Tokyo_Prefecture_Kanto.html,3.0,1,130-0026,東京都,墨田区,両国2-13-8,,〒130-0026 東京都墨田区両国2-13-8,6663,17213,97
4163,1675705,"三之丸酒店
Sannomaru Hotel",Sannomaru Hotel,5.0,5.0,12899,5.0,5.0,5.0,7500.0,Sannomaru Hotel,https://www.tripadvisor.com/Hotel_Review-g298166-d1057505-Reviews-Sannomaru_Hotel-Mito_Ibaraki_Prefecture_Kanto.html,4.0,216,310-0011,茨城県,水戸市,三の丸2-1-1,,〒310-0011 茨城県水戸市三の丸2-1-1,7494,14989,50
